Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM

Set #155 - SHOAL CAVE Fishing (rate=10)
SLAKOTH Lvs 5-10         HP 60  ATK 60  DEF 60  SPATK 35  SPDEF 35  SPEED 30 
NIDORAN♀ Lvs 5-10        HP 55  ATK 47  DEF 52  SPATK 40  SPDEF 40  SPEED 41 
SLAKOTH Lvs 10-30        HP 60  ATK 60  DEF 60  SPATK 35  SPDEF 35  SPEED 30 
NIDORAN♀ Lvs 10-30       HP 55  ATK 47  DEF 52  SPATK 40  SPDEF 40  SPEED 41 
SNEASEL Lvs 10-30        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lvs 25-30        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lvs 30-35        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lvs 20-25        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lvs 35-40        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lvs 40-45        HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115

Set #156 - SHOAL CAVE Grass/Cave (rate=10)
ELECTABUZZ Lv26          HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105
COMBUSKEN Lv26           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 
ELECTABUZZ Lv28          HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105
COMBUSKEN Lv28           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 
ELECTABUZZ Lv30          HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105
COMBUSKEN Lv30           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 
ELECTABUZZ Lv32          HP 65  ATK 83  DEF 57  SPATK 95  SPDEF 85  SPEED 105
COMBUSKEN Lv32           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 
NATU Lv32                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
COMBUSKEN Lv32           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 
NATU Lv32                HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
COMBUSKEN Lv32           HP 60  ATK 85  DEF 60  SPATK 85  SPDEF 60  SPEED 55 

Set #157 - SHOAL CAVE Surfing (rate=4)
DUSCLOPS Lvs 5-35        HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
MAGNETON Lvs 5-35        HP 50  ATK 60  DEF 95  SPATK 120 SPDEF 70  SPEED 70 
KRABBY Lvs 25-30         HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 
KRABBY Lvs 25-30         HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 
KRABBY Lvs 25-35         HP 30  ATK 105 DEF 90  SPATK 25  SPDEF 25  SPEED 50 

Set #158 - SHOAL CAVE Fishing (rate=10)
KANGASKHAN Lvs 5-10      HP 105 ATK 95  DEF 80  SPATK 40  SPDEF 80  SPEED 90 
UMBREON Lvs 5-10         HP 95  ATK 65  DEF 110 SPATK 60  SPDEF 130 SPEED 65 
KANGASKHAN Lvs 10-30     HP 105 ATK 95  DEF 80  SPATK 40  SPDEF 80  SPEED 90 
UMBREON Lvs 10-30        HP 95  ATK 65  DEF 110 SPATK 60  SPDEF 130 SPEED 65 
SHUCKLE Lvs 10-30        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
SHUCKLE Lvs 25-30        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
SHUCKLE Lvs 30-35        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
SHUCKLE Lvs 20-25        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
SHUCKLE Lvs 35-40        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  
SHUCKLE Lvs 40-45        HP 20  ATK 10  DEF 230 SPATK 10  SPDEF 230 SPEED 5  

Set #159 - LILYCOVE CITY Surfing (rate=4)
CHANSEY Lvs 5-35         HP 250 ATK 5   DEF 5   SPATK 35  SPDEF 105 SPEED 50 
VAPOREON Lvs 10-30       HP 130 ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 65 
VAPOREON Lvs 15-25       HP 130 ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 65 
NATU Lvs 25-30           HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 
NATU Lvs 25-30           HP 40  ATK 50  DEF 45  SPATK 70  SPDEF 45  SPEED 70 

Set #160 - LILYCOVE CITY Fishing (rate=10)
WEEPINBELL Lvs 5-10      HP 65  ATK 90  DEF 50  SPATK 85  SPDEF 45  SPEED 55 
MEW Lvs 5-10             HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
WEEPINBELL Lvs 10-30     HP 65  ATK 90  DEF 50  SPATK 85  SPDEF 45  SPEED 55 
MEW Lvs 10-30            HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
RAIKOU Lvs 10-30         HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lvs 25-30         HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lvs 30-35         HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
MAKUHITA Lvs 25-30       HP 72  ATK 60  DEF 30  SPATK 20  SPDEF 30  SPEED 25 
RAIKOU Lvs 35-40         HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lvs 40-45         HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115

Set #161 - DEWFORD TOWN Surfing (rate=4)
ARON Lvs 5-35            HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 
GENGAR Lvs 10-30         HP 60  ATK 65  DEF 60  SPATK 130 SPDEF 75  SPEED 110
GENGAR Lvs 15-25         HP 60  ATK 65  DEF 60  SPATK 130 SPDEF 75  SPEED 110
YANMA Lvs 25-30          HP 65  ATK 65  DEF 45  SPATK 75  SPDEF 45  SPEED 95 
YANMA Lvs 25-30          HP 65  ATK 65  DEF 45  SPATK 75  SPDEF 45  SPEED 95 

Set #162 - DEWFORD TOWN Fishing (rate=10)
MAGMAR Lvs 5-10          HP 65  ATK 95  DEF 57  SPATK 100 SPDEF 85  SPEED 93 
CAMERUPT Lvs 5-10        HP 70  ATK 100 DEF 70  SPATK 105 SPDEF 75  SPEED 40 
MAGMAR Lvs 10-30         HP 65  ATK 95  DEF 57  SPATK 100 SPDEF 85  SPEED 93 
CAMERUPT Lvs 10-30       HP 70  ATK 100 DEF 70  SPATK 105 SPDEF 75  SPEED 40 
GOLDEEN Lvs 10-30        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
GOLDEEN Lvs 25-30        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
GOLDEEN Lvs 30-35        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
GOLDEEN Lvs 20-25        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
GOLDEEN Lvs 35-40        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 
GOLDEEN Lvs 40-45        HP 45  ATK 67  DEF 60  SPATK 35  SPDEF 50  SPEED 63 

Set #163 - SLATEPORT CITY Surfing (rate=4)
CLEFFA Lvs 5-35          HP 50  ATK 25  DEF 28  SPATK 45  SPDEF 55  SPEED 15 
HITMONLEE Lvs 10-30      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
HITMONLEE Lvs 15-25      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
MILTANK Lvs 25-30        HP 95  ATK 80  DEF 105 SPATK 40  SPDEF 70  SPEED 100
MILTANK Lvs 25-30        HP 95  ATK 80  DEF 105 SPATK 40  SPDEF 70  SPEED 100

Set #164 - SLATEPORT CITY Fishing (rate=10)
CHINCHOU Lvs 5-10        HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
ELEKID Lvs 5-10          HP 45  ATK 63  DEF 37  SPATK 65  SPDEF 55  SPEED 95 
CHINCHOU Lvs 10-30       HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
ELEKID Lvs 10-30         HP 45  ATK 63  DEF 37  SPATK 65  SPDEF 55  SPEED 95 
GOLDUCK Lvs 10-30        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
GOLDUCK Lvs 25-30        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
GOLDUCK Lvs 30-35        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
GOLDUCK Lvs 20-25        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
GOLDUCK Lvs 35-40        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
GOLDUCK Lvs 40-45        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 

Set #165 - MOSSDEEP CITY Surfing (rate=4)
HERACROSS Lvs 5-35       HP 80  ATK 125 DEF 75  SPATK 40  SPDEF 95  SPEED 85 
MAGIKARP Lvs 10-30       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
MAGIKARP Lvs 15-25       HP 20  ATK 10  DEF 55  SPATK 15  SPDEF 20  SPEED 80 
HARIYAMA Lvs 25-30       HP 144 ATK 120 DEF 60  SPATK 40  SPDEF 60  SPEED 50 
HARIYAMA Lvs 25-30       HP 144 ATK 120 DEF 60  SPATK 40  SPDEF 60  SPEED 50 

Set #166 - MOSSDEEP CITY Fishing (rate=10)
PIDGEOTTO Lvs 5-10       HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
LINOONE Lvs 5-10         HP 78  ATK 70  DEF 61  SPATK 50  SPDEF 61  SPEED 100
PIDGEOTTO Lvs 10-30      HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
LINOONE Lvs 10-30        HP 78  ATK 70  DEF 61  SPATK 50  SPDEF 61  SPEED 100
CROBAT Lvs 10-30         HP 85  ATK 90  DEF 80  SPATK 70  SPDEF 80  SPEED 130
MOLTRES Lvs 30-35        HP 90  ATK 100 DEF 90  SPATK 125 SPDEF 85  SPEED 90 
CROBAT Lvs 30-35         HP 85  ATK 90  DEF 80  SPATK 70  SPDEF 80  SPEED 130
CROBAT Lvs 25-30         HP 85  ATK 90  DEF 80  SPATK 70  SPDEF 80  SPEED 130
CROBAT Lvs 35-40         HP 85  ATK 90  DEF 80  SPATK 70  SPDEF 80  SPEED 130
CROBAT Lvs 40-45         HP 85  ATK 90  DEF 80  SPATK 70  SPDEF 80  SPEED 130

Set #167 - PACIFIDLOG TOWN Surfing (rate=4)
HITMONTOP Lvs 5-35       HP 50  ATK 95  DEF 95  SPATK 35  SPDEF 110 SPEED 70 
DELIBIRD Lvs 10-30       HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
DELIBIRD Lvs 15-25       HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
FLYGON Lvs 25-30         HP 80  ATK 100 DEF 80  SPATK 80  SPDEF 80  SPEED 100
FLYGON Lvs 25-30         HP 80  ATK 100 DEF 80  SPATK 80  SPDEF 80  SPEED 100

Set #168 - PACIFIDLOG TOWN Fishing (rate=10)
FEEBAS Lvs 5-10          HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 
LUNATONE Lvs 5-10        HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
FEEBAS Lvs 10-30         HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 
LUNATONE Lvs 10-30       HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
CORSOLA Lvs 10-30        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
WYNAUT Lvs 30-35         HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
CORSOLA Lvs 30-35        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
CORSOLA Lvs 25-30        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
CORSOLA Lvs 35-40        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
CORSOLA Lvs 40-45        HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 

Set #169 - EVER GRANDE CITY Surfing (rate=4)
POLIWAG Lvs 5-35         HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
GIRAFARIG Lvs 10-30      HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 
GIRAFARIG Lvs 15-25      HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 
ARON Lvs 25-30           HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 
ARON Lvs 25-30           HP 50  ATK 70  DEF 100 SPATK 40  SPDEF 40  SPEED 30 

Set #170 - EVER GRANDE CITY Fishing (rate=10)
STARMIE Lvs 5-10         HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
CLEFFA Lvs 5-10          HP 50  ATK 25  DEF 28  SPATK 45  SPDEF 55  SPEED 15 
STARMIE Lvs 10-30        HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
BLISSEY Lvs 10-30        HP 255 ATK 10  DEF 10  SPATK 75  SPDEF 135 SPEED 55 
MARSHTOMP Lvs 10-30      HP 70  ATK 85  DEF 70  SPATK 60  SPDEF 70  SPEED 50 
BLISSEY Lvs 30-35        HP 255 ATK 10  DEF 10  SPATK 75  SPDEF 135 SPEED 55 
MARSHTOMP Lvs 30-35      HP 70  ATK 85  DEF 70  SPATK 60  SPDEF 70  SPEED 50 
ENTEI Lvs 30-35          HP 115 ATK 115 DEF 85  SPATK 90  SPDEF 75  SPEED 100
MARSHTOMP Lvs 35-40      HP 70  ATK 85  DEF 70  SPATK 60  SPDEF 70  SPEED 50 
MARSHTOMP Lvs 40-45      HP 70  ATK 85  DEF 70  SPATK 60  SPDEF 70  SPEED 50 

Set #171 - PETALBURG CITY Surfing (rate=1)
DONPHAN Lvs 20-30        HP 90  ATK 120 DEF 120 SPATK 60  SPDEF 60  SPEED 50 
DONPHAN Lvs 10-20        HP 90  ATK 120 DEF 120 SPATK 60  SPDEF 60  SPEED 50 
DONPHAN Lvs 30-35        HP 90  ATK 120 DEF 120 SPATK 60  SPDEF 60  SPEED 50 
DONPHAN Lvs 5-10         HP 90  ATK 120 DEF 120 SPATK 60  SPDEF 60  SPEED 50 
DONPHAN Lvs 5-10         HP 90  ATK 120 DEF 120 SPATK 60  SPDEF 60  SPEED 50 

Set #172 - PETALBURG CITY Fishing (rate=10)
MAWILE Lvs 5-10          HP 50  ATK 85  DEF 85  SPATK 55  SPDEF 55  SPEED 50 
PONYTA Lvs 5-10          HP 50  ATK 85  DEF 55  SPATK 65  SPDEF 65  SPEED 90 
MAWILE Lvs 10-30         HP 50  ATK 85  DEF 85  SPATK 55  SPDEF 55  SPEED 50 
PONYTA Lvs 10-30         HP 50  ATK 85  DEF 55  SPATK 65  SPDEF 65  SPEED 90 
JIGGLYPUFF Lvs 10-30     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
JIGGLYPUFF Lvs 25-30     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
JIGGLYPUFF Lvs 30-35     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
JIGGLYPUFF Lvs 20-25     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
JIGGLYPUFF Lvs 35-40     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 
JIGGLYPUFF Lvs 40-45     HP 115 ATK 45  DEF 20  SPATK 45  SPDEF 25  SPEED 20 

Set #173 - UNDERWATER Surfing (rate=4)
ANORITH Lvs 20-30        HP 45  ATK 95  DEF 50  SPATK 40  SPDEF 50  SPEED 75 
MARSHTOMP Lvs 20-30      HP 70  ATK 85  DEF 70  SPATK 60  SPDEF 70  SPEED 50 
ANORITH Lvs 30-35        HP 45  ATK 95  DEF 50  SPATK 40  SPDEF 50  SPEED 75 
OMASTAR Lvs 30-35        HP 70  ATK 60  DEF 125 SPATK 115 SPDEF 70  SPEED 55 
OMASTAR Lvs 30-35        HP 70  ATK 60  DEF 125 SPATK 115 SPDEF 70  SPEED 55 

Set #174 - SHOAL CAVE Grass/Cave (rate=10)
ILLUMISE Lv26            HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
SALAMENCE Lv26           HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
ILLUMISE Lv28            HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
SALAMENCE Lv28           HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
ILLUMISE Lv30            HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
SALAMENCE Lv30           HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
GOREBYSS Lv26            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
SALAMENCE Lv32           HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
DRAGONAIR Lv30           HP 61  ATK 84  DEF 65  SPATK 70  SPDEF 70  SPEED 70 
GOREBYSS Lv28            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
DRAGONAIR Lv32           HP 61  ATK 84  DEF 65  SPATK 70  SPDEF 70  SPEED 70 
GOREBYSS Lv30            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 

Set #175 - SKY PILLAR Grass/Cave (rate=10)
POLIWAG Lv33             HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
FERALIGATR Lv34          HP 85  ATK 105 DEF 100 SPATK 79  SPDEF 83  SPEED 78 
FERALIGATR Lv35          HP 85  ATK 105 DEF 100 SPATK 79  SPDEF 83  SPEED 78 
POLIWAG Lv34             HP 40  ATK 50  DEF 40  SPATK 40  SPDEF 40  SPEED 90 
NOCTOWL Lv36             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
PIKACHU Lv37             HP 35  ATK 55  DEF 30  SPATK 50  SPDEF 40  SPEED 90 
PIKACHU Lv38             HP 35  ATK 55  DEF 30  SPATK 50  SPDEF 40  SPEED 90 
NOCTOWL Lv36             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
NOCTOWL Lv37             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
NOCTOWL Lv38             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
NOCTOWL Lv37             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 
NOCTOWL Lv38             HP 100 ATK 50  DEF 50  SPATK 76  SPDEF 96  SPEED 70 

Set #176 - SOOTOPOLIS CITY Surfing (rate=1)
KIRLIA Lvs 5-35          HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 
KIRLIA Lvs 10-30         HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 
KIRLIA Lvs 15-25         HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 
KIRLIA Lvs 25-30         HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 
KIRLIA Lvs 25-30         HP 38  ATK 35  DEF 35  SPATK 65  SPDEF 55  SPEED 50 

Set #177 - SOOTOPOLIS CITY Fishing (rate=10)
GOLEM Lvs 5-10           HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
REMORAID Lvs 5-10        HP 35  ATK 65  DEF 35  SPATK 65  SPDEF 35  SPEED 65 
GOLEM Lvs 10-30          HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
GOLEM Lvs 10-30          HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
GOLEM Lvs 10-30          HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
GOLEM Lvs 30-35          HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
GOLEM Lvs 30-35          HP 80  ATK 110 DEF 130 SPATK 55  SPDEF 65  SPEED 45 
RAYQUAZA Lvs 35-40       HP 105 ATK 150 DEF 90  SPATK 150 SPDEF 90  SPEED 95 
RAYQUAZA Lvs 35-45       HP 105 ATK 150 DEF 90  SPATK 150 SPDEF 90  SPEED 95 
RAYQUAZA Lvs 5-45        HP 105 ATK 150 DEF 90  SPATK 150 SPDEF 90  SPEED 95 

Set #178 - SKY PILLAR Grass/Cave (rate=10)
JYNX Lv33                HP 65  ATK 50  DEF 35  SPATK 115 SPDEF 95  SPEED 95 
GEODUDE Lv34             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GEODUDE Lv35             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
JYNX Lv34                HP 65  ATK 50  DEF 35  SPATK 115 SPDEF 95  SPEED 95 
STARMIE Lv36             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
MAREEP Lv37              HP 55  ATK 40  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
MAREEP Lv38              HP 55  ATK 40  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
STARMIE Lv36             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
STARMIE Lv37             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
STARMIE Lv38             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
STARMIE Lv37             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115
STARMIE Lv38             HP 60  ATK 75  DEF 85  SPATK 100 SPDEF 85  SPEED 115

Set #179 - SKY PILLAR Grass/Cave (rate=10)
URSARING Lv33            HP 90  ATK 130 DEF 75  SPATK 75  SPDEF 75  SPEED 55 
BAYLEEF Lv34             HP 60  ATK 62  DEF 80  SPATK 63  SPDEF 80  SPEED 60 
BAYLEEF Lv35             HP 60  ATK 62  DEF 80  SPATK 63  SPDEF 80  SPEED 60 
URSARING Lv34            HP 90  ATK 130 DEF 75  SPATK 75  SPDEF 75  SPEED 55 
CUBONE Lv36              HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
MR. MIME Lv37            HP 40  ATK 45  DEF 65  SPATK 100 SPDEF 120 SPEED 90 
MR. MIME Lv38            HP 40  ATK 45  DEF 65  SPATK 100 SPDEF 120 SPEED 90 
CUBONE Lv36              HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
CUBONE Lv37              HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
CROCONAW Lv38            HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lv39            HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lv39            HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 

Set #180 - SAFARI ZONE Grass/Cave (rate=25)
QUAGSIRE Lv33            HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
CACNEA Lv34              HP 50  ATK 85  DEF 40  SPATK 85  SPDEF 40  SPEED 35 
QUAGSIRE Lv35            HP 95  ATK 85  DEF 85  SPATK 65  SPDEF 65  SPEED 35 
CACNEA Lv36              HP 50  ATK 85  DEF 40  SPATK 85  SPDEF 40  SPEED 35 
AGGRON Lv34              HP 70  ATK 110 DEF 180 SPATK 60  SPDEF 60  SPEED 50 
POOCHYENA Lv33           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
MAGNEMITE Lv35           HP 25  ATK 35  DEF 70  SPATK 95  SPDEF 55  SPEED 45 
MANECTRIC Lv34           HP 70  ATK 75  DEF 60  SPATK 105 SPDEF 60  SPEED 105
NIDORAN♂ Lv36            HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
TAUROS Lv37              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110
NIDORAN♂ Lv39            HP 46  ATK 57  DEF 40  SPATK 40  SPDEF 40  SPEED 50 
TAUROS Lv40              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110

Set #181 - SAFARI ZONE Surfing (rate=9)
MILOTIC Lvs 25-30        HP 95  ATK 60  DEF 79  SPATK 100 SPDEF 125 SPEED 81 
GROUDON Lvs 25-30        HP 100 ATK 150 DEF 140 SPATK 100 SPDEF 90  SPEED 90 
GROUDON Lvs 25-30        HP 100 ATK 150 DEF 140 SPATK 100 SPDEF 90  SPEED 90 
GROUDON Lvs 30-35        HP 100 ATK 150 DEF 140 SPATK 100 SPDEF 90  SPEED 90 
DRATINI Lvs 35-40        HP 41  ATK 64  DEF 45  SPATK 50  SPDEF 50  SPEED 50 

Set #182 - SAFARI ZONE Fishing (rate=35)
SEALEO Lvs 25-30         HP 90  ATK 60  DEF 70  SPATK 75  SPDEF 70  SPEED 45 
SALAMENCE Lvs 25-30      HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
SEALEO Lvs 25-30         HP 90  ATK 60  DEF 70  SPATK 75  SPDEF 70  SPEED 45 
SALAMENCE Lvs 25-30      HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
CHIKORITA Lvs 30-35      HP 45  ATK 49  DEF 65  SPATK 49  SPDEF 65  SPEED 45 
SALAMENCE Lvs 25-30      HP 95  ATK 135 DEF 80  SPATK 110 SPDEF 80  SPEED 100
CHIKORITA Lvs 25-30      HP 45  ATK 49  DEF 65  SPATK 49  SPDEF 65  SPEED 45 
CHIKORITA Lvs 30-35      HP 45  ATK 49  DEF 65  SPATK 49  SPDEF 65  SPEED 45 
CHIKORITA Lvs 30-35      HP 45  ATK 49  DEF 65  SPATK 49  SPDEF 65  SPEED 45 
CASCOON Lvs 35-40        HP 50  ATK 35  DEF 55  SPATK 25  SPDEF 25  SPEED 15 

Set #183 - SAFARI ZONE Grass/Cave (rate=25)
PIDGEOT Lv33             HP 83  ATK 80  DEF 75  SPATK 70  SPDEF 70  SPEED 91 
EXEGGCUTE Lv34           HP 60  ATK 40  DEF 80  SPATK 60  SPDEF 45  SPEED 40 
PIDGEOT Lv35             HP 83  ATK 80  DEF 75  SPATK 70  SPDEF 70  SPEED 91 
